amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	number-of-items	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	payment-method-details	customized-url	customized-page 
111-5232620-9788220	111-5232620-9788220	2019-10-30T02:15:29+00:00	2019-10-30T02:15:41+00:00	Pending	Amazon	Amazon.com			Expedited	ThinkMax 24 Pack Mini Animal Plush Toy Assortment for Kids Party Favors	SZL-PTO_048OPIWZ	B07MM1K2PW		Unshipped	1	USD	14.99								CHANTILLY	VA	20152-5954	US		Standard		
112-5449153-4698645	112-5449153-4698645	2019-10-30T02:11:03+00:00	2019-10-30T06:30:58+00:00	Shipped	Amazon	Amazon.com			SecondDay	"ThinkMax Money Maze Puzzle Box, Perfect Puzzle Money Holder and Brain Teasers for Kids and Adults (2 Pack)"	MX-PTO_027TBIWT	B07DC375Z3		Shipped	1	USD	14.99	0.77							Elephant Butte	NM	87935-0768	US		Standard		
114-1368905-9035411	114-1368905-9035411	2019-10-30T01:45:06+00:00	2019-10-30T01:48:28+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Face Painting Kit, Safe & Non-Toxic Face Body Crayons, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Unshipped	1	USD	9.88								Laguna Niguel	CA	92677	US		Standard		
112-1995027-5404251	112-1995027-5404251	2019-10-30T01:17:49+00:00	2019-10-30T01:17:56+00:00	Pending	Amazon	Amazon.com			Expedited	ThinkMax Money Maze Puzzle Box for Kids and Adults - Unique Way to Give Gifts for People You Love - Fun and Inexpensive Game Challenge for Children Bi	MX-PTO_027TPFHQ	B07KB2P633		Unshipped	1	USD	18.99								RAVENNA	OH	44266-9613	US		Standard		
113-0531782-9918620	113-0531782-9918620	2019-10-30T01:10:39+00:00	2019-10-30T01:10:48+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Face Painting Kit, Safe & Non-Toxic Face Body Crayons, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Unshipped	1	USD	9.88								BOSTON	MA	02115-5725	US		Standard		
111-8475967-1897865	111-8475967-1897865	2019-10-30T01:08:01+00:00	2019-10-30T01:08:06+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Baby Wrist Rattles, 8 Pcs Soft Animal Wrist Rattles and Foot Finders SockSet - Elephant, Monkey, Piggy and Puppy"	MX-PTO_023U2QWB	B07DC2R4XW		Unshipped	1	USD	12.99								CRANSTON	RI	02921-1428	US		Standard		
113-3244687-0997827	113-3244687-0997827	2019-10-30T01:04:30+00:00	2019-10-30T06:20:56+00:00	Shipped	Amazon	Amazon.com			SecondDay	"RCtown Brushless Drone Support Gopro Action Cameras, RC Quadcopter MJX Bugs 3 Drone for Experienced, 18 Minutes Flying Time, 300 Meters Long Control R"	MX-TO21228V6651	B01N012YWY		Shipped	1	USD	66.99	5.53							LAS VEGAS	NV	89147-4868	US		Standard		
113-0532163-8233039	113-0532163-8233039	2019-10-30T00:56:19+00:00	2019-10-30T04:34:41+00:00	Shipped	Amazon	Amazon.com			Expedited	ThinkMax 24 Pack Mini Animal Plush Toy Assortment for Kids Party Favors	SZL-PTO_048OPIWZ	B07MM1K2PW		Shipped	1	USD	14.99	1.05							OMAHA	NE	68154-3735	US		Standard		
113-6893448-8253051	113-6893448-8253051	2019-10-30T00:51:16+00:00	2019-10-30T07:29:14+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Face Painting Kit, Safe & Non-Toxic Face Body Crayons, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Shipped	1	USD	9.88	0.82							DALLAS	TX	75225-6625	US		Standard		
113-1245295-0359468	113-1245295-0359468	2019-10-30T00:48:23+00:00	2019-10-30T00:48:27+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Dentist kit, 15 Pcs Pretend Dentist Play Set Toy for Kids and Toddlers"	MX-PTO_01P2C8GH	B07J9WL1VY		Unshipped	1	USD	12.99								PHILADELPHIA	PA	19114-1814	US		Standard		
111-3082638-9068203	111-3082638-9068203	2019-10-30T00:46:02+00:00	2019-10-30T07:26:05+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Face Painting Kit, Safe & Non-Toxic Face Body Crayons, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Unshipped	1	USD	9.88								WASHINGTON	DC	20003-6301	US		Standard		
113-0638734-9733839	113-0638734-9733839	2019-10-30T00:43:24+00:00	2019-10-30T00:43:29+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Face Painting Kit, Safe & Non-Toxic Face Body Crayons, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Unshipped	1	USD	9.88								ROSEVILLE	CA	95747-5938	US		Standard		
111-6408356-2633028	111-6408356-2633028	2019-10-30T00:38:23+00:00	2019-10-30T00:38:28+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Face Painting Kit, Safe & Non-Toxic Face Body Crayons, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Unshipped	1	USD	9.88								WEST SACRAMENTO	CA	95691-4626	US	Percentage Off 2019/10/17 7-9-35-585	Standard		
113-8001876-1642610	113-8001876-1642610	2019-10-30T00:26:20+00:00	2019-10-30T00:26:26+00:00	Pending	Amazon	Amazon.com			Standard	"ThinkMax 10pcs Cute Animal Finger Puppets Set for Baby, Infant, Toddlers, Kids, Story Time, Shows, Playtime, Schools (10pcs)"	MX-PTO_01QAL1H0	B07BFTTK6X		Unshipped	1	USD	7.99								LAS VEGAS	NV	89108-4719	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	Standard		
112-0026580-2868229	112-0026580-2868229	2019-10-30T00:21:41+00:00	2019-10-30T00:22:54+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Wrist Rattles for Babies, 4 Pieces Baby Wrist Rattle and Foot Rattles Finder Socks Monkey and Elephant Toys Set (Purple)"	MX-PH2122AD2G67	B079KTJT3C		Unshipped	1	USD	9.99								ELMIRA	NY	14903-1613	US		Standard		
113-2625773-9538648	113-2625773-9538648	2019-10-30T00:10:04+00:00	2019-10-30T03:06:07+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Face Painting Kit, Safe & Non-Toxic Face Body Crayons, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Unshipped	1	USD	9.88	0.77							CYPRESS	CA	90630-3608	US		Standard		
111-3007070-4483404	111-3007070-4483404	2019-10-30T00:05:41+00:00	2019-10-30T05:31:57+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Kids Microphone Toy, Voice Changing and Recording Microphone with Colorful Light Musical Toys (Green)"	MX-326-TO21220E4447-FBA	B01N76O2E9		Shipped	5	USD	64.95								Lumberton	Mississippi	39455	US		Standard		
111-0929461-1754602	111-0929461-1754602	2019-10-30T00:05:13+00:00	2019-10-30T00:05:20+00:00	Pending	Amazon	Amazon.com			Standard	"ThinkMax Money Maze Puzzle Box, Perfect Puzzle Money Holder and Brain Teasers for Kids and Adults (2 Pack)"	MX-PTO_027TBIWT	B07DC375Z3		Unshipped	1	USD	14.99								PLAIN CITY	UT	84404-8535	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	Standard		
113-6185229-7629839	113-6185229-7629839	2019-10-29T23:55:55+00:00	2019-10-29T23:55:59+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax 4 Pcs Children Wooden Jigsaw Pegged Puzzle Board Toy Educational and Learning Puzzles Toy - Number, Vegetable, Village and Animal"	MX-320-TO2122H334M1-FBA	B01N1EJHPZ		Unshipped	1	USD	15.99								LAWRENCE	MA	01840-1420	US		Standard		
112-1462271-1607405	112-1462271-1607405	2019-10-29T23:52:02+00:00	2019-10-30T04:25:18+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Dentist kit, 15 Pcs Pretend Dentist Play Set Toy for Kids and Toddlers"	MX-PTO_01P2C8GH	B07J9WL1VY		Shipped	1	USD	12.99	0.81							WOBURN	MA	01801-5178	US		Standard		
113-5392848-7004200	113-5392848-7004200	2019-10-29T23:25:27+00:00	2019-10-29T23:28:27+00:00	Pending	Amazon	Amazon.com			Expedited	ThinkMax Money Maze Puzzle Box for Kids and Adults - Unique Way to Give Gifts for People You Love - Fun and Inexpensive Game Challenge for Children Bi	MX-PTO_027TPFHQ	B07KB2P633		Unshipped	1	USD	18.99								ATWATER	OH	44201-9375	US		Standard		
112-7187021-8915457	112-7187021-8915457	2019-10-29T23:23:09+00:00	2019-10-29T23:23:15+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Money Maze Puzzle Box, Perfect Puzzle Money Holder and Brain Teasers for Kids and Adults (Pink)"	MX-PTO_00N31ZDI	B07DC2MJG6		Unshipped	1	USD	7.99								OAKES	ND	58474-1505	US		Standard		
112-4051183-3203449	112-4051183-3203449	2019-10-29T23:23:09+00:00	2019-10-29T23:24:31+00:00	Pending	Amazon	Amazon.com			Standard	"ThinkMax Money Maze Puzzle Box Gift, Perfect Puzzle Money Holder, Funny and Cool Brain Teasers for Kids, Boys, Girls, Teens and Adults, Perfect Christ"	MX-B07KB3TXYW	B07KB3TXYW		Unshipped	1	USD	7.99								OAKES	ND	58474-1505	US		Standard		
114-5478596-2215438	114-5478596-2215438	2019-10-29T23:18:31+00:00	2019-10-30T06:34:40+00:00	Pending	Amazon	Amazon.com			Expedited	ThinkMax Money Maze Puzzle Box for Kids and Adults - Unique Way to Give Gifts for People You Love - Fun and Inexpensive Game Challenge for Children Bi	I6-O664-R7YT	B0769M7TCS		Unshipped	1	USD	7.99								COLUMBIA	MO	65203-0420	US		Standard		
114-5478596-2215438	114-5478596-2215438	2019-10-29T23:18:31+00:00	2019-10-30T06:34:40+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Money Maze Puzzle Box, Perfect Puzzle Money Holder and Brain Teasers for Kids and Adults (Pink)"	MX-PTO_00N31ZDI	B07DC2MJG6		Shipped	1	USD	7.99								COLUMBIA	MO	65203-0420	US		Standard		
114-8301424-2403454	114-8301424-2403454	2019-10-29T22:59:43+00:00	2019-10-29T23:01:19+00:00	Pending	Amazon	Amazon.com			Expedited	ThinkMax 24 Pack Mini Animal Plush Toy Assortment for Kids Party Favors	SZL-PTO_048OPIWZ	B07MM1K2PW		Unshipped	2	USD	29.98								Scottsdale	AZ	85260	US		Standard		
114-4121556-7902607	114-4121556-7902607	2019-10-29T22:37:53+00:00	2019-10-30T01:47:38+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Veterans Day Decorations, Patriotic Decorations Independence Day Party Supplies Include 30 Pcs Hanging Swirl with American Flag, Stars and Fi"	MX-PTO_02FQ5AEF	B07D9BYWFV		Unshipped	1	USD	7.99	0.67							CHAPPAQUA	NEW YORK	10514-1502	US		Standard		
114-8474837-4206638	114-8474837-4206638	2019-10-29T22:37:02+00:00	2019-10-29T22:37:07+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Face Painting Kit, Safe & Non-Toxic Face Body Crayons, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Unshipped	1	USD	9.88								ARLINGTON	VA	22204-4683	US		Standard		
113-8103710-8045830	113-8103710-8045830	2019-10-29T22:15:02+00:00	2019-10-29T22:15:09+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax 4 Pcs Children Wooden Jigsaw Pegged Puzzle Board Toy Educational and Learning Puzzles Toy - Number, Vegetable, Village and Animal"	MX-320-TO2122H334M1-FBA	B01N1EJHPZ		Unshipped	1	USD	15.99								FLEMINGTON	NJ	08822-5900	US		Standard		
111-0814903-2284263	111-0814903-2284263	2019-10-29T21:47:28+00:00	2019-10-30T03:45:36+00:00	Shipped	Amazon	Amazon.com			Expedited	ThinkMax Money Maze Puzzle Box for Kids and Adults - Unique Way to Give Gifts for People You Love - Fun and Inexpensive Game Challenge for Children Bi	MX-PTO_027TPFHQ	B07KB2P633		Shipped	1	USD	18.99								FORT WALTON BEACH	FL	32547-1889	US		Standard		
114-5010795-7261812	114-5010795-7261812	2019-10-29T21:45:12+00:00	2019-10-29T21:45:25+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Face Painting Kit, Safe & Non-Toxic Face Body Crayons, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Unshipped	1	USD	9.88								ALEXANDRIA	VA	22315-5076	US		Standard		
112-6157510-3261820	112-6157510-3261820	2019-10-29T21:27:07+00:00	2019-10-30T04:04:10+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Face Painting Kit, Safe & Non-Toxic Face Body Crayons, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Shipped	1	USD	9.88	0.84							Novato	CA	94947-3925	US		Standard		
113-8550171-2146649	113-8550171-2146649	2019-10-29T21:20:19+00:00	2019-10-30T03:24:23+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Baby Wrist Rattles, 8 Pcs Soft Animal Wrist Rattles and Foot Finders SockSet - Elephant, Monkey, Piggy and Puppy"	MX-PTO_023U2QWB	B07DC2R4XW		Shipped	1	USD	12.99								MIAMI	FL	33155-2001	US		Standard		
114-9335632-6370604	114-9335632-6370604	2019-10-29T21:15:09+00:00	2019-10-29T21:15:14+00:00	Pending	Amazon	Amazon.com			Expedited	ThinkMax 24 Pack Mini Animal Plush Toy Assortment for Kids Party Favors	SZL-PTO_048OPIWZ	B07MM1K2PW		Unshipped	1	USD	14.99								Scottsdale	AZ	85260	US		Standard		
114-8926825-1409003	114-8926825-1409003	2019-10-29T21:12:12+00:00	2019-10-29T21:13:47+00:00	Cancelled	Amazon	Amazon.com			Expedited	"ThinkMax Money Maze Puzzle Box, Perfect Puzzle Money Holder and Brain Teasers for Kids and Adults (2 Pack)"	MX-PTO_027TBIWT	B07DC375Z3		Cancelled	0										LITTLETON	CO	80120-4488	US		Standard		
113-9610566-7001820	113-9610566-7001820	2019-10-29T21:11:22+00:00	2019-10-30T00:49:36+00:00	Shipped	Amazon	Amazon.com			Expedited	ThinkMax Money Maze Puzzle Box for Kids and Adults - Unique Way to Give Gifts for People You Love - Fun and Inexpensive Game Challenge for Children Bi	MX-PTO_027TPFHQ	B07KB2P633		Shipped	1	USD	18.99	1.47							ANTELOPE	CA	95843-4962	US		Standard		
112-4169900-5803459	112-4169900-5803459	2019-10-29T21:09:45+00:00	2019-10-29T21:09:50+00:00	Pending	Amazon	Amazon.com			Standard	"RCtown Brushless Drone Support Gopro Action Cameras, RC Quadcopter MJX Bugs 3 Drone for Experienced, 18 Minutes Flying Time, 300 Meters Long Control R"	MX-TO21228V6651	B01N012YWY		Unshipped	1	USD	66.99								knoxville	TN	37914	US		Standard		
111-3882910-7481040	111-3882910-7481040	2019-10-29T21:07:49+00:00	2019-10-30T07:25:00+00:00	Shipped	Amazon	Amazon.com			Expedited	ThinkMax 24 Pack Mini Animal Plush Toy Assortment for Kids Party Favors	SZL-PTO_048OPIWZ	B07MM1K2PW		Shipped	1	USD	14.99	1.39							Pleasanton	California	94566	US		Standard		
113-5776102-6506648	113-5776102-6506648	2019-10-29T20:55:35+00:00	2019-10-30T04:59:14+00:00	Shipped	Amazon	Amazon.com			Expedited	"ThinkMax Baby Wrist Rattles, 8 Pcs Soft Animal Wrist Rattles and Foot Finders SockSet - Elephant, Monkey, Piggy and Puppy"	MX-PTO_023U2QWB	B07DC2R4XW		Shipped	1	USD	12.99								SENATOBIA	MS	38668-3535	US		Standard		
112-6308074-6529024	112-6308074-6529024	2019-10-29T20:49:52+00:00	2019-10-29T20:49:57+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Face Paint Crayons for Kids, 32 Colors Face Painting Kit, Safe & Non-Toxic Face Body Crayons, Great for Halloween, Birthday, School Party"	ZH-PTO_073ZPVL2	B07W3M4VGS		Unshipped	1	USD	9.88								OKLAHOMA CITY	OKLAHOMA	73107-3546	US		Standard		
114-7798900-9425042	114-7798900-9425042	2019-10-29T20:29:57+00:00	2019-10-29T20:30:05+00:00	Pending	Amazon	Amazon.com			Standard	"ThinkMax Dentist kit, 15 Pcs Pretend Dentist Play Set Toy for Kids and Toddlers"	MX-PTO_01P24TRK	B079KFHHRC		Unshipped	1	USD	12.84								MIAMI	FL	33166-2761	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	Standard		
114-2291243-8293867	114-2291243-8293867	2019-10-29T20:27:27+00:00	2019-10-29T20:27:34+00:00	Pending	Amazon	Amazon.com			Expedited	"ThinkMax Baby Wrist Rattles, 8 Pcs Soft Animal Wrist Rattles and Foot Finders SockSet - Elephant, Monkey, Piggy and Puppy"	MX-PTO_023U2QWB	B07DC2R4XW		Unshipped	1	USD	12.99								WATERTOWN	SD	57201-2223	US		Standard		
